"País de nacimiento Agresor","Suicidio","Convivencia","Denuncia agresor","Tramo de edad Agresor","Tramo de edad Víctima","Comunidad autónoma","Pareja - Expareja","Año","Mes","Número de mujeres víctimas mortales","Número de hijos e hijas menores huérfanos"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Canarias","Pareja","Año 2018","Julio","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Cantabria","Pareja","Año 2015","Junio","1.0","2.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Castilla y León","Pareja","Año 2015","Octubre","1.0","3.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Cataluña","Pareja","Año 2015","Enero","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Galicia","Pareja","Año 2014","Agosto","1.0","2.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Región de Murcia","Pareja","Año 2008","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","País Vasco","Pareja en fase de separación","Año 2021","Octubre","1.0","2.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2006","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2010","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2015","Noviembre","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2019","Junio","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2022","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2022","Agosto","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2006","Septiembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Pareja","Año 2017","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Pareja en fase de separación","Año 2012","Mayo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2010","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2014","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2021","Mayo","1.0","2.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Galicia","Pareja","Año 2019","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Comunidad de Madrid","Pareja","Año 2021","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","21-30 años","Andalucía","Pareja","Año 2015","Diciembre","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","21-30 años","Andalucía","Pareja en fase de separación","Año 2015","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","31-40 años","Andalucía","Pareja","Año 2011","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","31-40 años","Comunidad de Madrid","Pareja en fase de separación","Año 2006","Mayo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2019","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2020","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2022","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Castilla y León","Pareja en fase de separación","Año 2007","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Castilla y León","Pareja en fase de separación","Año 2011","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja","Año 2009","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja en fase de separación","Año 2016","Enero","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Comunidad de Madrid","Pareja","Año 2010","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","41-50 años","Comunidad de Madrid","Pareja","Año 2022","Junio","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2008","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2009","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2012","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2015","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja en fase de separación","Año 2023","Septiembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Principado de Asturias","Pareja en fase de separación","Año 2010","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Castilla y León","Pareja","Año 2010","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Castilla y León","Pareja","Año 2019","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2021","Mayo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Comunitat Valenciana","Pareja","Año 2010","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Comunitat Valenciana","Pareja","Año 2013","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Galicia","Pareja","Año 2008","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","País Vasco","Pareja","Año 2021","Febrero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","51-60 años","61-70 años","Castilla-La Mancha","Pareja","Año 2020","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","31-40 años","Castilla y León","Pareja","Año 2021","Junio","1.0","2.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","41-50 años","Región de Murcia","Pareja en fase de separación","Año 2009","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Andalucía","Pareja","Año 2021","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Andalucía","Pareja","Año 2023","Octubre","1.0","1.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Andalucía","Pareja en fase de separación","Año 2009","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Castilla y León","Pareja","Año 2013","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Cataluña","Pareja en fase de separación","Año 2016","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Comunitat Valenciana","Pareja","Año 2010","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Galicia","Pareja","Año 2008","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Comunidad de Madrid","Pareja","Año 2023","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Melilla","Pareja","Año 2014","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Andalucía","Pareja","Año 2009","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Andalucía","Pareja","Año 2009","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Andalucía","Pareja","Año 2017","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Aragón","Pareja","Año 2018","Septiembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Principado de Asturias","Pareja","Año 2015","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Cataluña","Pareja","Año 2021","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Galicia","Pareja","Año 2014","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Comunidad de Madrid","Pareja","Año 2011","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","País Vasco","Pareja","Año 2012","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Andalucía","Pareja","Año 2013","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Cataluña","Pareja","Año 2018","Septiembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Cataluña","Pareja en fase de separación","Año 2020","Mayo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Comunitat Valenciana","Pareja","Año 2006","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Comunitat Valenciana","Pareja","Año 2016","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Galicia","Pareja","Año 2012","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Comunidad de Madrid","Pareja","Año 2019","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","61-70 años","Región de Murcia","Pareja","Año 2011","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2006","Septiembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2012","Mayo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2012","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2014","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Cataluña","Pareja","Año 2014","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Comunitat Valenciana","Pareja","Año 2011","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Comunitat Valenciana","Pareja","Año 2020","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Galicia","Pareja","Año 2014","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Galicia","Pareja","Año 2020","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Comunidad de Madrid","Pareja","Año 2009","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","61-70 años","Illes Balears","Pareja","Año 2011","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","71-84 años","Andalucía","Pareja","Año 2020","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","71-84 años","Aragón","Pareja","Año 2018","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","71-84 años","Principado de Asturias","Pareja","Año 2006","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","71-84 años","Principado de Asturias","Pareja","Año 2013","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","71-84 años","Principado de Asturias","Pareja","Año 2018","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años","71-84 años","Galicia","Pareja","Año 2023","Diciembre","1.0","0.0"
"España","Suicidio consumado","Sí","No había denuncia",">=85 años",">=85 años","Comunitat Valenciana","Pareja","Año 2014","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","31-40 años","31-40 años","Andalucía","Pareja en fase de separación","Año 2023","Agosto","1.0","3.0"
"España","Suicidio consumado","Sí","Había denuncia","31-40 años","31-40 años","Castilla y León","Pareja","Año 2022","Septiembre","1.0","2.0"
"España","Suicidio consumado","Sí","Había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Pareja","Año 2012","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Pareja en fase de separación","Año 2008","Febrero","1.0","0.0"
