,pais_nac_agresor,suicidio,convivencia,edad_agresor,edad_victima,comunidad_autonoma,estado,año,mes,n_victimas_mortales,hijos_huerfanos
1182,Otro país,Tentativa no consumada,Sí,31-40 años,21-30 años,La Rioja,Pareja en fase de separación,2008,Junio,1.0,0.0
1183,Otro país,Tentativa no consumada,Sí,31-40 años,21-30 años,Ceuta,Pareja,2009,Julio,1.0,0.0
1184,Otro país,Tentativa no consumada,Sí,31-40 años,31-40 años,Illes Balears,Pareja,2013,Marzo,1.0,3.0
1185,Otro país,Tentativa no consumada,Sí,31-40 años,31-40 años,Canarias,Pareja,2010,Mayo,1.0,0.0
1186,Otro país,Tentativa no consumada,Sí,31-40 años,31-40 años,Canarias,Pareja,2014,Enero,1.0,1.0
1187,Otro país,Tentativa no consumada,Sí,31-40 años,41-50 años,Comunidad de Madrid,Pareja,2011,Mayo,1.0,0.0
1188,Otro país,Tentativa no consumada,Sí,31-40 años,51-60 años,Comunidad de Madrid,Pareja,2012,Julio,1.0,0.0
1189,Otro país,Tentativa no consumada,Sí,41-50 años,31-40 años,Castilla y León,Pareja,2023,Agosto,1.0,4.0
1190,Otro país,Tentativa no consumada,Sí,41-50 años,31-40 años,Cataluña,Pareja,2016,Septiembre,1.0,0.0
1191,Otro país,Tentativa no consumada,Sí,41-50 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2012,Agosto,1.0,0.0
1192,Otro país,Tentativa no consumada,Sí,41-50 años,31-40 años,La Rioja,Pareja,2023,Julio,1.0,3.0
1193,Otro país,Tentativa no consumada,Sí,41-50 años,41-50 años,Cataluña,Pareja,2009,Agosto,1.0,0.0
1194,Otro país,Tentativa no consumada,Sí,51-60 años,31-40 años,Andalucía,Pareja,2010,Octubre,1.0,0.0
1195,Otro país,Tentativa no consumada,Sí,51-60 años,41-50 años,Cataluña,Pareja en fase de separación,2010,Mayo,1.0,0.0
1196,Otro país,Tentativa no consumada,Sí,51-60 años,41-50 años,Comunitat Valenciana,Pareja,2006,Abril,1.0,0.0
1197,Otro país,Tentativa no consumada,Sí,51-60 años,51-60 años,Andalucía,Pareja,2011,Octubre,1.0,0.0
1198,Otro país,Tentativa no consumada,Sí,51-60 años,51-60 años,Andalucía,Pareja,2019,Marzo,1.0,1.0
1199,Otro país,Tentativa no consumada,Sí,51-60 años,51-60 años,Andalucía,Pareja,2020,Septiembre,1.0,0.0
1200,Otro país,Tentativa no consumada,Sí,51-60 años,61-70 años,Comunitat Valenciana,Pareja,2009,Marzo,1.0,0.0
1201,Otro país,Tentativa no consumada,Sí,61-70 años,51-60 años,Comunitat Valenciana,Pareja,2019,Julio,1.0,0.0
1202,Otro país,Tentativa no consumada,Sí,61-70 años,61-70 años,Comunitat Valenciana,Pareja,2023,Marzo,1.0,0.0
1203,Otro país,Tentativa no consumada,Sí,61-70 años,61-70 años,Región de Murcia,Pareja,2006,Junio,1.0,0.0
1204,Otro país,Tentativa no consumada,Sí,71-84 años,71-84 años,Comunitat Valenciana,Pareja,2011,Octubre,1.0,0.0
1205,Otro país,Tentativa no consumada,Sí,>=85 años,71-84 años,Comunitat Valenciana,Pareja,2017,Febrero,1.0,0.0
1206,Otro país,Tentativa no consumada,Sí,21-30 años,21-30 años,Cataluña,Pareja,2011,Julio,1.0,0.0
1207,Otro país,Tentativa no consumada,Sí,21-30 años,21-30 años,Cataluña,Pareja,2012,Junio,1.0,0.0
1208,Otro país,Tentativa no consumada,Sí,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2023,Noviembre,1.0,0.0
1209,Otro país,Tentativa no consumada,Sí,41-50 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2007,Marzo,1.0,0.0
1210,Otro país,Tentativa no consumada,Sí,No consta,31-40 años,Andalucía,Pareja,2005,Diciembre,1.0,0.0
1211,Otro país,Tentativa no consumada,No,21-30 años,31-40 años,Comunidad de Madrid,Pareja,2013,Mayo,1.0,0.0
1212,Otro país,Tentativa no consumada,No,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2009,Febrero,1.0,0.0
1213,Otro país,Tentativa no consumada,No,31-40 años,31-40 años,Comunidad de Madrid,Expareja,2008,Abril,1.0,0.0
1214,Otro país,Tentativa no consumada,No,41-50 años,31-40 años,Castilla y León,Expareja,2020,Agosto,1.0,1.0
1215,Otro país,Tentativa no consumada,No,61-70 años,31-40 años,Canarias,Expareja,2010,Marzo,1.0,0.0
1216,Otro país,Tentativa no consumada,No,31-40 años,18-20 años,Comunidad de Madrid,Pareja,2022,Diciembre,1.0,0.0
1217,Otro país,Tentativa no consumada,No,31-40 años,21-30 años,Aragón,Pareja en fase de separación,2016,Julio,1.0,1.0
1218,Otro país,Tentativa no consumada,No,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2007,Febrero,1.0,0.0
1219,Otro país,Tentativa no consumada,No,31-40 años,31-40 años,País Vasco,Pareja en fase de separación,2011,Agosto,1.0,0.0
1220,Otro país,Tentativa no consumada,No,61-70 años,51-60 años,Galicia,Expareja,2013,Septiembre,1.0,0.0
1221,Otro país,Tentativa no consumada,No,21-30 años,31-40 años,Comunidad de Madrid,Expareja,2005,Julio,1.0,0.0
1222,Otro país,Tentativa no consumada,No,31-40 años,<16 años,Cataluña,Pareja,2004,Octubre,1.0,0.0
1223,Otro país,Tentativa no consumada,No,No consta,No consta,Cataluña,Expareja,2004,Septiembre,1.0,0.0
1224,Otro país,Tentativa no consumada,No consta,41-50 años,31-40 años,Cataluña,Pareja en fase de separación,2018,Abril,1.0,2.0
1225,No consta,No hubo tentativa,Sí,No consta,61-70 años,Andalucía,Pareja,2006,Abril,1.0,0.0
1226,No consta,No hubo tentativa,Sí,21-30 años,31-40 años,Illes Balears,Pareja,2004,Febrero,1.0,0.0
1227,No consta,No hubo tentativa,Sí,31-40 años,31-40 años,Andalucía,Pareja,2004,Julio,1.0,0.0
1228,No consta,No hubo tentativa,Sí,31-40 años,31-40 años,País Vasco,Pareja en fase de separación,2004,Febrero,1.0,0.0
1229,No consta,No hubo tentativa,Sí,41-50 años,31-40 años,Comunidad Foral de Navarra,Pareja,2003,Abril,1.0,0.0
1230,No consta,No hubo tentativa,Sí,61-70 años,61-70 años,Aragón,Pareja,2005,Julio,1.0,0.0
1231,No consta,No hubo tentativa,Sí,No consta,21-30 años,Andalucía,Pareja,2003,Enero,1.0,0.0
1232,No consta,No hubo tentativa,Sí,No consta,21-30 años,Región de Murcia,Pareja,2003,Octubre,1.0,0.0
1233,No consta,No hubo tentativa,Sí,No consta,31-40 años,Región de Murcia,Pareja,2003,Junio,1.0,0.0
1234,No consta,No hubo tentativa,No,21-30 años,21-30 años,Comunitat Valenciana,Expareja,2005,Febrero,1.0,0.0
1235,No consta,No hubo tentativa,No,No consta,18-20 años,Comunitat Valenciana,Expareja,2003,Agosto,1.0,0.0
1236,No consta,No hubo tentativa,No,No consta,21-30 años,Principado de Asturias,Expareja,2003,Septiembre,1.0,0.0
1237,No consta,No hubo tentativa,No,No consta,31-40 años,Cataluña,Expareja,2003,Agosto,1.0,0.0
1238,No consta,No hubo tentativa,No,No consta,41-50 años,Cataluña,Expareja,2003,Mayo,1.0,0.0
1239,No consta,Tentativa no consumada,No,41-50 años,41-50 años,Cataluña,Expareja,2004,Julio,1.0,0.0
